"";"Straﬂe";"PLZ";"District";"SubDistrict"
"W";"Worbiser Straﬂe";"13055";"Lichtenberg";"Alt-Hohenschoenhausen"
"W";"Wriezener Straﬂe";"13055";"Lichtenberg";"Alt-Hohenschoenhausen"
"Z";"Zechliner Straﬂe";"13055";"Lichtenberg";"Alt-Hohenschoenhausen"
"Z";"Zur Plauener Straﬂe";"13055";"Lichtenberg";"Alt-Hohenschoenhausen"
"A";"Ahrensfelder Chaussee";"13057, 12689";"Lichtenberg";"Falkenberg"
"A";"Am Dˆrferweg";"13057";"Lichtenberg";"Falkenberg"
"A";"Am Gehrensee";"13057";"Lichtenberg";"Falkenberg"
"A";"An den Auen";"13057";"Lichtenberg";"Falkenberg"
"D";"Dorfstraﬂe";"13057";"Lichtenberg";"Falkenberg"
"E";"Elisabeth-Schiemann-Straﬂe";"13057";"Lichtenberg";"Falkenberg"
"G";"Gehrensee";"13057";"Lichtenberg";"Falkenberg"
"H";"Hausvaterweg";"13057";"Lichtenberg";"Falkenberg"
"H";"Hellersdorfer Straﬂe";"13057";"Lichtenberg";"Falkenberg"
"J";"Johann-Jacob-Engel-Straﬂe";"13057";"Lichtenberg";"Falkenberg"
"J";"Julius-Meyen-Straﬂe";"13057";"Lichtenberg";"Falkenberg"
"K";"Kolonie 750 Jahre Berlin";"13057";"Lichtenberg";"Falkenberg"
"K";"Kundtanger";"13057";"Lichtenberg";"Falkenberg"
"L";"Labkrautweg";"13057";"Lichtenberg";"Falkenberg"
"M";"Marie-Elisabeth-von-Humboldt-Straﬂe";"13057";"Lichtenberg";"Falkenberg"
"M";"Marzahner Straﬂe";"13057";"Lichtenberg";"Falkenberg"
"P";"Pfennigkrautweg";"13057";"Lichtenberg";"Falkenberg"
"S";"Schilfanger";"13057";"Lichtenberg";"Falkenberg"
"S";"Schwanenblumenweg";"13057";"Lichtenberg";"Falkenberg"
"S";"Stegeweg";"13057";"Lichtenberg";"Falkenberg"
"W";"Weidenanger";"13057";"Lichtenberg";"Falkenberg"
"W";"Weidenrˆschenweg";"13057";"Lichtenberg";"Falkenberg"
"A";"Alfred-Jung-Straﬂe";"10367, 10369";"Lichtenberg";"Fennpfuhl"
"A";"Anton-Saefkow-Platz";"10369";"Lichtenberg";"Fennpfuhl"
"A";"Arthur-Weisbrodt-Straﬂe";"10369";"Lichtenberg";"Fennpfuhl"
"B";"Bernhard-B‰stlein-Straﬂe";"10367";"Lichtenberg";"Fennpfuhl"
"B";"Buggenhagenstraﬂe";"10369";"Lichtenberg";"Fennpfuhl"
"E";"Elli-Voigt-Straﬂe";"10367";"Lichtenberg";"Fennpfuhl"
"E";"Erich-Kuttner-Straﬂe";"10369";"Lichtenberg";"Fennpfuhl"
"E";"Ernst-Reinke-Straﬂe";"10369";"Lichtenberg";"Fennpfuhl"
"F";"Franz-Jacob-Straﬂe";"10369";"Lichtenberg";"Fennpfuhl"
"G";"Gustav-Zahnke-Straﬂe";"10369";"Lichtenberg";"Fennpfuhl"
"H";"Herbert-Tsch‰pe-Straﬂe";"10369";"Lichtenberg";"Fennpfuhl"
"H";"Hohenschˆnhauser Straﬂe";"10369";"Lichtenberg";"Fennpfuhl"
"J";"Josef-Orlopp-Straﬂe";"10367, 10365";"Lichtenberg";"Fennpfuhl"
"J";"Judith-Auer-Straﬂe";"10369";"Lichtenberg";"Fennpfuhl"
"K";"Karl-Lade-Straﬂe";"10369";"Lichtenberg";"Fennpfuhl"
"K";"Karl-Vesper-Straﬂe";"10369";"Lichtenberg";"Fennpfuhl"
"L";"Landsberger Allee";"10249, 10407, 10369, 10367, 10365, 12681, 13055, 12679";"Lichtenberg";"Fennpfuhl"
"M";"Max-Brunnow-Straﬂe";"10369";"Lichtenberg";"Fennpfuhl"
"O";"Otto-Marquardt-Straﬂe";"10369";"Lichtenberg";"Fennpfuhl"
"P";"Paul-Junius-Straﬂe";"10367, 10369";"Lichtenberg";"Fennpfuhl"
"P";"Paul-Zobel-Straﬂe";"10367";"Lichtenberg";"Fennpfuhl"
"R";"Roederplatz";"10367";"Lichtenberg";"Fennpfuhl"
"R";"Rudolf-Seiffert-Straﬂe";"10369";"Lichtenberg";"Fennpfuhl"
"S";"Storkower Straﬂe";"10409, 10407, 10369, 10367";"Lichtenberg";"Fennpfuhl"
"V";"Vulkanstraﬂe";"10367";"Lichtenberg";"Fennpfuhl"
"W";"Weiﬂenseer Weg";"10367, 10369, 13055, 13053";"Lichtenberg";"Fennpfuhl"
"A";"Alfred-Kowalke-Straﬂe";"10315";"Lichtenberg";"Friedrichsfelde"
"A";"Alt-Friedrichsfelde";"10315, 12683";"Lichtenberg";"Friedrichsfelde"
"A";"Am Lindenplatz";"10319";"Lichtenberg";"Friedrichsfelde"
"A";"Am Tierpark";"10315, 10319";"Lichtenberg";"Friedrichsfelde"
"A";"Archenholdstraﬂe";"10315";"Lichtenberg";"Friedrichsfelde"
"B";"Baikalstraﬂe";"10319";"Lichtenberg";"Friedrichsfelde"
"B";"Balatonstraﬂe";"10319";"Lichtenberg";"Friedrichsfelde"
"B";"Bietzkestraﬂe";"10315";"Lichtenberg";"Friedrichsfelde"
"C";"Charlottenstraﬂe";"10315";"Lichtenberg";"Friedrichsfelde"
"C";"Criegernweg";"10319";"Lichtenberg";"Friedrichsfelde"
"D";"Dathepromenade";"10319";"Lichtenberg";"Friedrichsfelde"
"D";"Delbr¸ckstraﬂe";"10315";"Lichtenberg";"Friedrichsfelde"
"D";"Dolgenseestraﬂe";"10319";"Lichtenberg";"Friedrichsfelde"
"E";"Eggersdorfer Straﬂe";"10315";"Lichtenberg";"Friedrichsfelde"
"E";"Einbecker Straﬂe";"10317, 10315";"Lichtenberg";"Friedrichsfelde"
"E";"Elfriede-Tygˆr-Straﬂe";"10319";"Lichtenberg";"Friedrichsfelde"
"E";"Enckevortweg";"10319";"Lichtenberg";"Friedrichsfelde"
"E";"Erich-Kurz-Straﬂe";"10319";"Lichtenberg";"Friedrichsfelde"
"E";"Erieseering";"10319";"Lichtenberg";"Friedrichsfelde"
"F";"Franz-Mett-Straﬂe";"10319";"Lichtenberg";"Friedrichsfelde"
"F";"Friedenhorster Straﬂe";"10319";"Lichtenberg";"Friedrichsfelde"
"G";"Gensinger Br¸cke";"10315";"Lichtenberg";"Friedrichsfelde"
"G";"Gensinger Straﬂe";"10315";"Lichtenberg";"Friedrichsfelde"
"H";"Heinrich-Dathe-Platz";"10319";"Lichtenberg";"Friedrichsfelde"
"H";"Hˆnower Weg";"10319";"Lichtenberg";"Friedrichsfelde"
"H";"Hˆnower Wiesenweg";"10318";"Lichtenberg";"Friedrichsfelde"
"H";"Hohenschˆnhauser Weg";"10315";"Lichtenberg";"Friedrichsfelde"
"H";"H¸lsenplatz";"10319";"Lichtenberg";"Friedrichsfelde"
"H";"Huronseestraﬂe";"10319";"Lichtenberg";"Friedrichsfelde"
"K";"Kˆpitzer Straﬂe";"10315";"Lichtenberg";"Friedrichsfelde"
"K";"Kolonie Akazienw‰ldchen";"10315";"Lichtenberg";"Friedrichsfelde"
"K";"Kolonie Alwin Bielefeldt";"10315";"Lichtenberg";"Friedrichsfelde"
"K";"Kolonie Bielefeldt";"10315";"Lichtenberg";"Friedrichsfelde"
"K";"Kolonie Gr¸ner Grund";"10315";"Lichtenberg";"Friedrichsfelde"
"K";"Kolonie M‰rkische Aue";"10319";"Lichtenberg";"Friedrichsfelde"
"K";"Kolonie M¸hlenberg";"10315";"Lichtenberg";"Friedrichsfelde"
"K";"Kolonie Rheinstein";"10318";"Lichtenberg";"Friedrichsfelde"
"K";"Kolonie Seddiner Straﬂe";"10315";"Lichtenberg";"Friedrichsfelde"
"K";"Kolonie Seegel‰nde";"10318";"Lichtenberg";"Friedrichsfelde"
"K";"Kraetkestraﬂe";"10315";"Lichtenberg";"Friedrichsfelde"
"K";"Kurze Straﬂe";"10315";"Lichtenberg";"Friedrichsfelde"
"L";"Lincolnstraﬂe";"10315";"Lichtenberg";"Friedrichsfelde"
"L";"Lˆwenberger Straﬂe";"10315";"Lichtenberg";"Friedrichsfelde"
"L";"L¸ckstraﬂe";"10317";"Lichtenberg";"Friedrichsfelde"
"L";"L¸ttichauweg";"10319";"Lichtenberg";"Friedrichsfelde"
"M";"Marie-Curie-Allee";"10315";"Lichtenberg";"Friedrichsfelde"
"M";"Marzahner Chaussee";"10315, 12681";"Lichtenberg";"Friedrichsfelde"
"M";"Massower Straﬂe";"10315";"Lichtenberg";"Friedrichsfelde"
"M";"Mellenseestraﬂe";"10319";"Lichtenberg";"Friedrichsfelde"
"M";"Metastraﬂe";"10317";"Lichtenberg";"Friedrichsfelde"
"M";"Michiganseestraﬂe";"10319";"Lichtenberg";"Friedrichsfelde"
"M";"Moldaustraﬂe";"10319";"Lichtenberg";"Friedrichsfelde"
"N";"Neuer Feldweg";"10319";"Lichtenberg";"Friedrichsfelde"
"O";"Ontarioseestraﬂe";"10319";"Lichtenberg";"Friedrichsfelde"
"O";"Otto-Schmirgal-Straﬂe";"10319";"Lichtenberg";"Friedrichsfelde"
"P";"Paul-Gesche-Straﬂe";"10315";"Lichtenberg";"Friedrichsfelde"
"R";"Rhinstraﬂe";"10315, 13053, 12681";"Lichtenberg";"Friedrichsfelde"
"R";"Ribbecker Straﬂe";"10315";"Lichtenberg";"Friedrichsfelde"
"R";"Robert-Uhrig-Straﬂe";"10315";"Lichtenberg";"Friedrichsfelde"
"R";"Rosenfelder Ring";"10315";"Lichtenberg";"Friedrichsfelde"
"R";"Rosenfelder Straﬂe";"10317, 10315";"Lichtenberg";"Friedrichsfelde"
"R";"Rummelsburger Straﬂe";"10315, 10319";"Lichtenberg";"Friedrichsfelde"
"S";"Salzmannstraﬂe";"10319";"Lichtenberg";"Friedrichsfelde"
"S";"Schwarzmeerstraﬂe";"10319";"Lichtenberg";"Friedrichsfelde"
"S";"Seddiner Straﬂe";"10315";"Lichtenberg";"Friedrichsfelde"
"S";"Sewanstraﬂe";"10319";"Lichtenberg";"Friedrichsfelde"
"S";"Sophienstraﬂe";"10317";"Lichtenberg";"Friedrichsfelde"
"S";"Splanemannstraﬂe";"10319";"Lichtenberg";"Friedrichsfelde"
"T";"Tr¸mmerberg";"10319";"Lichtenberg";"Friedrichsfelde"
"U";"Upstallweg";"10319";"Lichtenberg";"Friedrichsfelde"
"V";"Volkradstraﬂe";"10319";"Lichtenberg";"Friedrichsfelde"
"Z";"Zachertstraﬂe";"10315";"Lichtenberg";"Friedrichsfelde"
"Z";"Zobtener Straﬂe";"10317";"Lichtenberg";"Friedrichsfelde"
"Z";"Zornstraﬂe";"10315";"Lichtenberg";"Friedrichsfelde"
"A";"Agavensteig";"10318";"Lichtenberg";"Karlshorst"
"A";"Alfred-Siggel-Weg";"10318";"Lichtenberg";"Karlshorst"
"A";"Am Birkenrevier";"10318";"Lichtenberg";"Karlshorst"
"A";"Am Carlsgarten";"10318";"Lichtenberg";"Karlshorst"
"A";"Am Graben";"10318";"Lichtenberg";"Karlshorst"
"A";"Am Rheinischen Viertel";"10318";"Lichtenberg";"Karlshorst"
"A";"Am Sandberg";"10318";"Lichtenberg";"Karlshorst"
"A";"Am Walde";"10318";"Lichtenberg";"Karlshorst"
"A";"Am Weihenhorst";"10318";"Lichtenberg";"Karlshorst"
"A";"An der Karlshorster Heide";"10318";"Lichtenberg";"Karlshorst"
"A";"An der Trainierbahn";"10318";"Lichtenberg";"Karlshorst"
"A";"Andernacher Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"A";"Anemonensteig";"10318";"Lichtenberg";"Karlshorst"
"A";"Arberstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"A";"Aristotelessteig";"10318";"Lichtenberg";"Karlshorst"
"B";"Beerfelder Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"B";"Biesenhorster Weg";"10318";"Lichtenberg";"Karlshorst"
"B";"Binnend¸ne";"10318";"Lichtenberg";"Karlshorst"
"B";"Birkenallee";"10318";"Lichtenberg";"Karlshorst"
"B";"Birkenknick";"10318";"Lichtenberg";"Karlshorst"
"B";"Blaurackenweg";"10318";"Lichtenberg";"Karlshorst"
"B";"Blockdammweg";"10317, 10318";"Lichtenberg";"Karlshorst"
"B";"Bodenmaiser Weg";"10318";"Lichtenberg";"Karlshorst"
"B";"Bopparder Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"B";"Brascheweg";"10318";"Lichtenberg";"Karlshorst"
"B";"Brehmstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"B";"Brekowweg";"10318";"Lichtenberg";"Karlshorst"
"C";"C‰sarstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"D";"Dˆnhoffstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"D";"Dorotheastraﬂe";"10318";"Lichtenberg";"Karlshorst"
"D";"Drachenfelsstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"D";"Drosselstieg";"10318";"Lichtenberg";"Karlshorst"
"E";"Eginhardstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"E";"Ehrenfelsstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"E";"Ehrlichstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"E";"Eibenallee";"10318";"Lichtenberg";"Karlshorst"
"F";"Franz-Stimming-Weg";"10318";"Lichtenberg";"Karlshorst"
"F";"Frieda-Rosenthal-Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"F";"Friedrichsteiner Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"F";"Fritz-Kortner-Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"F";"Fritz-Thurm-Weg";"10318";"Lichtenberg";"Karlshorst"
"F";"Fuchsbau";"10318";"Lichtenberg";"Karlshorst"
"G";"Gasag";"10318";"Lichtenberg";"Karlshorst"
"G";"Georg-Stern-Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"G";"Gleyeweg";"10318";"Lichtenberg";"Karlshorst"
"G";"Godesberger Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"G";"Grafenauer Weg";"10318";"Lichtenberg";"Karlshorst"
"G";"Gregoroviusweg";"10318";"Lichtenberg";"Karlshorst"
"G";"Grimnitzstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"G";"G¸nter-Riesebrodt-Weg";"10318";"Lichtenberg";"Karlshorst"
"G";"G¸ntherstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"G";"Gundelfinger Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"H";"Hasensprung";"10318";"Lichtenberg";"Karlshorst"
"H";"Hegemeisterweg";"10318";"Lichtenberg";"Karlshorst"
"H";"Heiligenberger Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"H";"Hentigstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"H";"Hochwaldstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"H";"Hˆnower Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"H";"Hoher Wallgraben";"10318";"Lichtenberg";"Karlshorst"
"H";"Honnefer Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"H";"Horterweg";"10318";"Lichtenberg";"Karlshorst"
"I";"Ilsestraﬂe";"10318";"Lichtenberg";"Karlshorst"
"I";"Ingelheimer Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"J";"Johanna-Hofer-Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"J";"Johanna-und-Willy-Brauer-Platz";"10318";"Lichtenberg";"Karlshorst"
"J";"Johannes-Zoschke-Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"J";"Junker-Jˆrg-Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"K";"Karl-Egon-Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"K";"Kiefernallee";"10318";"Lichtenberg";"Karlshorst"
"K";"Kiesweg";"10318";"Lichtenberg";"Karlshorst"
"K";"Kˆnigswinterstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"K";"Kˆpenicker Allee";"10318";"Lichtenberg";"Karlshorst"
"K";"Kˆpenicker Chaussee";"10317";"Lichtenberg";"Karlshorst"
"K";"Kˆtztinger Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"K";"Kolonie An der Trainierbahn";"10318";"Lichtenberg";"Karlshorst"
"K";"Kolonie Biesenhorst 2";"10318";"Lichtenberg";"Karlshorst"
"K";"Kolonie Florafreunde";"10318";"Lichtenberg";"Karlshorst"
"K";"Kolonie Gartenfreunde Wuhlheide";"10318";"Lichtenberg";"Karlshorst"
"K";"Kolonie Giselastraﬂe";"10317";"Lichtenberg";"Karlshorst"
"K";"Kolonie Ilseg‰rten";"10318";"Lichtenberg";"Karlshorst"
"K";"Kolonie Stallwiese";"10318";"Lichtenberg";"Karlshorst"
"K";"Kr‰henwinkel";"10318";"Lichtenberg";"Karlshorst"
"L";"Lahnsteiner Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"L";"Lehndorffstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"L";"Liepnitzstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"L";"Lisbeth-Stern-Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"L";"Lisztstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"L";"Loreleystraﬂe";"10318";"Lichtenberg";"Karlshorst"
"M";"Maria-Matray-Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"M";"Marksburgstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"M";"M¸ritzstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"N";"Neuwieder Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"O";"Odinstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"O";"Oskarstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"P";"Pirolstraﬂe";"10318, 12683";"Lichtenberg";"Karlshorst"
"P";"Platz an der Eiche";"10318";"Lichtenberg";"Karlshorst"
"R";"Rheingoldstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"R";"Rheinpfalzallee";"10318";"Lichtenberg";"Karlshorst"
"R";"Rheinsteinstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"R";"Rhenser Weg";"10318";"Lichtenberg";"Karlshorst"
"R";"Riastraﬂe";"10318";"Lichtenberg";"Karlshorst"
"R";"Richard-Kolkwitz-Weg";"10318";"Lichtenberg";"Karlshorst"
"R";"Rienzistraﬂe";"10318";"Lichtenberg";"Karlshorst"
"R";"Robert-Siewert-Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"R";"Rˆdelstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"R";"Rˆmerweg";"10318";"Lichtenberg";"Karlshorst"
"R";"Rohrlake";"10318";"Lichtenberg";"Karlshorst"
"R";"Rolandseck";"10318";"Lichtenberg";"Karlshorst"
"R";"Roﬂm‰ﬂlerstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"R";"Rudolf-Grosse-Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"R";"Rummelsburger Landstraﬂe";"10318, 12459";"Lichtenberg";"Karlshorst"
"S";"Sadowastraﬂe";"10318";"Lichtenberg";"Karlshorst"
"S";"Sangeallee";"10318";"Lichtenberg";"Karlshorst"
"S";"Schenkestraﬂe";"10318";"Lichtenberg";"Karlshorst"
"S";"Schmiedeberger Weg";"10318";"Lichtenberg";"Karlshorst"
"S";"Seifertweg";"10318";"Lichtenberg";"Karlshorst"
"S";"Sinziger Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"S";"Spatzensteig";"10318";"Lichtenberg";"Karlshorst"
"S";"Stechlinstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"S";"Stolzenfelsstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"S";"Straﬂe 1";"10318";"Lichtenberg";"Karlshorst"
"S";"Straﬂe 2";"10318";"Lichtenberg";"Karlshorst"
"S";"Straﬂe 3";"10318";"Lichtenberg";"Karlshorst"
"S";"Straﬂe 4";"10318";"Lichtenberg";"Karlshorst"
"S";"Straﬂe am Heizhaus";"10318";"Lichtenberg";"Karlshorst"
"S";"St¸hlinger Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"T";"Tannh‰userstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"T";"Theatergasse";"10318";"Lichtenberg";"Karlshorst"
"T";"Traberweg";"10318";"Lichtenberg";"Karlshorst"
"T";"Trautenauer Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"T";"Treskowallee";"10318, 12459";"Lichtenberg";"Karlshorst"
"U";"‹derseestraﬂe";"10318";"Lichtenberg";"Karlshorst"
"U";"Unterfeld";"10318";"Lichtenberg";"Karlshorst"
"U";"Ursula-Goetze-Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"V";"Verl‰ngerte Waldowallee";"10318";"Lichtenberg";"Karlshorst"
"W";"Waldowallee";"10318";"Lichtenberg";"Karlshorst"
"W";"Walk¸renstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"W";"Wallensteinstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"W";"Wandlitzstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"W";"Weideplan";"10318";"Lichtenberg";"Karlshorst"
"W";"Weseler Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"W";"Wiesengrundstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"W";"Wiesenstraﬂe";"10318";"Lichtenberg";"Karlshorst"
"W";"Wiesenweg";"10318";"Lichtenberg";"Karlshorst"
"W";"Wildensteiner Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"Z";"Zwieseler Straﬂe";"10318";"Lichtenberg";"Karlshorst"
"A";"Albert-Hˆﬂler-Straﬂe";"10365";"Lichtenberg";"Lichtenberg"
"A";"Alfred-Jung-Straﬂe";"10367, 10369";"Lichtenberg";"Lichtenberg"
"A";"Alfredstraﬂe";"10365";"Lichtenberg";"Lichtenberg"
"A";"Allee der Kosmonauten";"10315, 12681, 12683, 12685";"Lichtenberg";"Lichtenberg"
"A";"Am Stadtpark";"10367";"Lichtenberg";"Lichtenberg"
"A";"Am Wasserwerk";"10365";"Lichtenberg";"Lichtenberg"
"A";"Atzpodienstraﬂe";"10365";"Lichtenberg";"Lichtenberg"
"B";"Bidenswinkel";"10365";"Lichtenberg";"Lichtenberg"
"B";"Bleckmannweg";"10367";"Lichtenberg";"Lichtenberg"
"B";"Bornitzstraﬂe";"10367, 10365";"Lichtenberg";"Lichtenberg"
"B";"Buchberger Straﬂe";"10365";"Lichtenberg";"Lichtenberg"
"B";"B¸rgerheimstraﬂe";"10365";"Lichtenberg";"Lichtenberg"
"C";"Coppistraﬂe";"10365";"Lichtenberg";"Lichtenberg"
"D";"Dankwartstraﬂe";"10365";"Lichtenberg";"Lichtenberg"
"D";"Deutschmeisterstraﬂe";"10367";"Lichtenberg";"Lichtenberg"
"D";"Dietlindestraﬂe";"10365";"Lichtenberg";"Lichtenberg"
"D";"Dottistraﬂe";"10367";"Lichtenberg";"Lichtenberg"
"E";"Eberhardstraﬂe";"10367";"Lichtenberg";"Lichtenberg"
"F";"Fanningerstraﬂe";"10365";"Lichtenberg";"Lichtenberg"
"F";"Frankfurter Allee";"10247, 10365, 10317";"Lichtenberg";"Lichtenberg"
"F";"Freiaplatz";"10365";"Lichtenberg";"Lichtenberg"
"F";"Freiastraﬂe";"10365";"Lichtenberg";"Lichtenberg"
"F";"Friedastraﬂe";"10317";"Lichtenberg";"Lichtenberg"
"G";"Georg-Lehnig-Straﬂe";"10369";"Lichtenberg";"Lichtenberg"
"G";"Gernotstraﬂe";"10365";"Lichtenberg";"Lichtenberg"
"G";"Glaschkestraﬂe";"10365";"Lichtenberg";"Lichtenberg"
"G";"Gotlindestraﬂe";"10365";"Lichtenberg";"Lichtenberg"
"G";"Gudrunstraﬂe";"10365";"Lichtenberg";"Lichtenberg"
"G";"Guntherstraﬂe";"10365";"Lichtenberg";"Lichtenberg"
"H";"Hagenstraﬂe";"10365";"Lichtenberg";"Lichtenberg"
"H";"Harnackstraﬂe";"10365";"Lichtenberg";"Lichtenberg"
"H";"Heinrichstraﬂe";"10317";"Lichtenberg";"Lichtenberg"
"H";"Hendrichplatz";"10367";"Lichtenberg";"Lichtenberg"
"H";"Heringer Straﬂe";"10367";"Lichtenberg";"Lichtenberg"
"H";"Herzbergstraﬂe";"10367, 10365";"Lichtenberg";"Lichtenberg"
"H";"Hoenerweg";"10367";"Lichtenberg";"Lichtenberg"
"H";"Hˆnower Wiesenweg";"10318";"Lichtenberg";"Lichtenberg"
"H";"Hubertusstraﬂe";"10365";"Lichtenberg";"Lichtenberg"
"J";"John-Sieg-Straﬂe";"10365";"Lichtenberg";"Lichtenberg"
"J";"Josef-Orlopp-Straﬂe";"10367, 10365";"Lichtenberg";"Lichtenberg"
"K";"Kielblockstraﬂe";"10367";"Lichtenberg";"Lichtenberg"
"K";"Kietzer Weg";"10365";"Lichtenberg";"Lichtenberg"
"K";"Kolonie Am Alten Steuerhaus";"10369";"Lichtenberg";"Lichtenberg"
"K";"Kolonie Am Elektrowerk";"10318";"Lichtenberg";"Lichtenberg"
"K";"Kolonie Anschluﬂ Roeder";"10365";"Lichtenberg";"Lichtenberg"
"K";"Kolonie Blockdamm";"10318";"Lichtenberg";"Lichtenberg"
"K";"Kolonie Eigenheim";"10367";"Lichtenberg";"Lichtenberg"
"K";"Kolonie Friedrichsfelde/Nord";"10315, 12681";"Lichtenberg";"Lichtenberg"
"K";"Kolonie Fr¸hauf Zwei";"10318";"Lichtenberg";"Lichtenberg"
"K";"Kolonie Gute Hoffnung";"10318";"Lichtenberg";"Lichtenberg"
"K";"Kolonie Hochspannung";"10318";"Lichtenberg";"Lichtenberg"
"K";"Kolonie Kynast";"10317";"Lichtenberg";"Lichtenberg"
"K";"Kolonie Langes Hˆhe";"10369";"Lichtenberg";"Lichtenberg"
"K";"Kolonie M¸llers Ruh";"10365";"Lichtenberg";"Lichtenberg"
"K";"Kolonie Paradies";"10317";"Lichtenberg";"Lichtenberg"
"K";"Kolonie Sanssouci";"10317";"Lichtenberg";"Lichtenberg"
"K";"Kolonie Siegfriedslust";"10365";"Lichtenberg";"Lichtenberg"
"K";"Kolonie Weiﬂe Taube";"10365";"Lichtenberg";"Lichtenberg"
"K";"Kriemhildstraﬂe";"10365";"Lichtenberg";"Lichtenberg"
"K";"Kubornstraﬂe";"10367";"Lichtenberg";"Lichtenberg"
"K";"Kunzeweg";"10367";"Lichtenberg";"Lichtenberg"
"K";"Kynaststraﬂe";"10317";"Lichtenberg";"Lichtenberg"
"L";"Landsberger Allee";"10249, 10407, 10369, 10367, 10365, 12681, 13055, 12679";"Lichtenberg";"Lichtenberg"
"L";"Lichtenberger Br¸cke";"10365";"Lichtenberg";"Lichtenberg"
"L";"Loeperplatz";"10367";"Lichtenberg";"Lichtenberg"
"M";"Magdalenenstraﬂe";"10365";"Lichtenberg";"Lichtenberg"
"M";"Mauritiuskirchstraﬂe";"10365";"Lichtenberg";"Lichtenberg"
"M";"Mˆllendorffstraﬂe";"10367";"Lichtenberg";"Lichtenberg"
"N";"Normannenstraﬂe";"10367, 10365";"Lichtenberg";"Lichtenberg"
"O";"Oderbruchstraﬂe";"10407, 10369";"Lichtenberg";"Lichtenberg"
"O";"Ortliebstraﬂe";"10365";"Lichtenberg";"Lichtenberg"
"P";"Parkaue";"10367";"Lichtenberg";"Lichtenberg"
"P";"Paul-Junius-Straﬂe";"10367, 10369";"Lichtenberg";"Lichtenberg"
"P";"Paul-und-Paula-Ufer";"10317";"Lichtenberg";"Lichtenberg"
"P";"Philosophenweg";"10365";"Lichtenberg";"Lichtenberg"
"P";"Plonzstraﬂe";"10365";"Lichtenberg";"Lichtenberg"
"R";"Rathausstraﬂe";"10367";"Lichtenberg";"Lichtenberg"
